"business_id","text","stars"
"tb24fvNJfHhyKEXkKn12Xw","Packed here for their 10 year, 1 year Anniversary.  Love this place.",4.5
"tb24fvNJfHhyKEXkKn12Xw","You must get the pulled pork fries. Forever. As you can see, it sucked.",4.5
"tb24fvNJfHhyKEXkKn12Xw","Love the bumblebee chicken sandwich. Wouldn't recommend the fried avacado",4.5
"tb24fvNJfHhyKEXkKn12Xw","Having the welcome burger.",4.5
"tb24fvNJfHhyKEXkKn12Xw","They make their own ginger beer.  Mixed or solo it is flavorful and refreshing. My go to bevy when I'm not drinking Hurricanes.",4.5
"tb24fvNJfHhyKEXkKn12Xw","Be prepared to eat outside as inside is small.  Outside are is very friendly and comfy.",4.5
"tb24fvNJfHhyKEXkKn12Xw","Biscuits,  pbr tall boys, craft beers on draft... need I say more?",4.5
"tb24fvNJfHhyKEXkKn12Xw","Solid burger, tasty fries.  Great service!",4.5
"tb24fvNJfHhyKEXkKn12Xw","Queen is playing",4.5
"tb24fvNJfHhyKEXkKn12Xw","Pulled pork is to live for!",4.5
"tb24fvNJfHhyKEXkKn12Xw","Little Birdy ...Add bacon jam. Woah!!",4.5
"tb24fvNJfHhyKEXkKn12Xw","The pulled pork fries!! Wow!!!",4.5
"tb24fvNJfHhyKEXkKn12Xw","They're on summer hours from May through early October (5pm-2am Tues-Sun).  Come October, brunch hours will be back when it's cooler outside",4.5
"tb24fvNJfHhyKEXkKn12Xw","Awesome food great service",4.5
"tb24fvNJfHhyKEXkKn12Xw","Everything. Put it all in your face.",4.5
"tb24fvNJfHhyKEXkKn12Xw","come ready to eat. portions are hefty.",4.5
"tb24fvNJfHhyKEXkKn12Xw","Expect to eat outside.",4.5
"tb24fvNJfHhyKEXkKn12Xw","Meh...",4.5
"tb24fvNJfHhyKEXkKn12Xw","Love this place sooo much! people are nice here and food is all made by hand.",4.5
"tb24fvNJfHhyKEXkKn12Xw","Get the hurricane loyalty mug.  Happy hour hurricane pricing all year. What?!?!",4.5
"tb24fvNJfHhyKEXkKn12Xw","Happy hour all day on Sundays! $3 drafts",4.5
"tb24fvNJfHhyKEXkKn12Xw","It's hot outside and inside.  But the food and atmosphere is awesome. Best Old Fashioned I've had",4.5
"VXIkI9_EbDbYHeO9IzKjJg","bubblegum & mora ice cream!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Best beef tacos ever! Can't get enough, need more! I could eat em everyday. Damn",4.5
"VXIkI9_EbDbYHeO9IzKjJg","I'm in awe. This place is amazing!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Food circus!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Fuck yeah!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Getting fixins for dinner",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Horchata and churro snack!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Getting carnitas at the carniceria for dinner",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Yum tacos!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Busy!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Breakfast burritos before work!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Gotta get my breakfast burrito fix! Special of the week, chorizo and egg $1.25",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Gotta get my burrito fix! Ham, beans, egg and cheese! $1",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Burrito fix!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Egg and chorizo burrito $1.25!!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Bacon egg and cheese $1.50!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Awesome team lunch!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Mmm....fresh salsas",4.5
"VXIkI9_EbDbYHeO9IzKjJg","The prepared foods kitchen is second-to-none with respect to Mexican foods. A lot of the chicks who work here are effen gorgeous, too ;-)",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Produce Wednesday!! Juice time! First stop.",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Wow, I never felt so much Mexico without actually being in DF. Chido.",4.5
"VXIkI9_EbDbYHeO9IzKjJg","I LOVE this place, great food and people.",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Great deals per usual and la musica is always uplifting",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Love this place",4.5
"VXIkI9_EbDbYHeO9IzKjJg","In town visiting, found this gem thanks to Yelp! Absolutely delicious deli, great staff, and fun atmosphere, going back for more tomorrow!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Fresh pasole and the worlds largest pork rinds....",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Pico!!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Get breakfast!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","The pastor at the meat counter is amazing.",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Fabuloso!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Bean And Cheese Burrito again today!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Fabuloso!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Nice!",4.5
"VXIkI9_EbDbYHeO9IzKjJg","Great prices on produce! Come on Wednesday or Thursday for even better deals.",4.5
"VXIkI9_EbDbYHeO9IzKjJg","I visit Ranch Market when I'm craving good tomatillo salsa.",4.5
"rbiRLiFTG098z9JaK3Nshw","Exactly what I wanted!",4.5
"rbiRLiFTG098z9JaK3Nshw","Closed on mondays grrrr",4.5
"rbiRLiFTG098z9JaK3Nshw","Crowded on a Sunday evening! But so worth it!",4.5
"rbiRLiFTG098z9JaK3Nshw","Pupusas con cortido is the best",4.5
"rbiRLiFTG098z9JaK3Nshw","Delicious pupusa & tamale. Great service from the sweet old man",4.5
"rbiRLiFTG098z9JaK3Nshw","Hmmmm....  Pupusas!!",4.5
"rbiRLiFTG098z9JaK3Nshw","Huevos revueltos con chorizo is a worthy foe!",4.5
"rbiRLiFTG098z9JaK3Nshw","Sopa de Res = Friday special, delish!!",4.5
"rbiRLiFTG098z9JaK3Nshw","Try the pupusas con loroco",4.5
"rbiRLiFTG098z9JaK3Nshw","With melinda",4.5
"rbiRLiFTG098z9JaK3Nshw","Just ordered the Papusas.... Fried cheese goodness",4.5
"rbiRLiFTG098z9JaK3Nshw","If you order to go...plan on waiting a pretty good long amount of time. Second time I have to wait well over twenty minutes...maybe it means it's pretty freshly made..dunno.",4.5
"rbiRLiFTG098z9JaK3Nshw","Time for some breakfast Central American style!! Mmmm platanos fritos.",4.5
"rbiRLiFTG098z9JaK3Nshw","Best pupusas in Phoenix",4.5
"rbiRLiFTG098z9JaK3Nshw","Had they're steak special and ooo so gooood. I love the mexican style chorizo and eegs but I think I found a new love. Theyre chorizo is very good. You gotta try it.",4.5
"rbiRLiFTG098z9JaK3Nshw","Delicious!",4.5
"rbiRLiFTG098z9JaK3Nshw","Spanish language knowledge is helpful but not required.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Rito's has a new location on 51 ave & orangewood in a strip mall!! They always serve ""taco's"" ",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","If you want to avoid the crowds- hit Ritos before 11am or after 1pm!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Try the tacos if they are available, they are delicious! You can't go wrong here with anything, wish I worked in phoenix! Mmmmmmmm!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Burros with green chili!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Green chile anything is amazing! CASH ONLY!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Mmm... Green chile..",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Oh baby.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","best burritos in Phoenix!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","The BEST GREEN CHILLI BURRITO in Phoenix  Right in the heart of the barrio... No frills , just damm good burritos",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Sooooo good!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Bring cash!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Best Sonoran style green chile burrito in the state",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Green chili burros rock. BTW, cash only.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Best. Ever.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Best Sonoran green chile burritos. Ever.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Best Red Chile Burros ever! Green is good, but red is where it's at.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Taco Tuesday!!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Breakfast!!!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Taco Tuesday!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Best red chile burros in North America.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","If your going to get a burro enchilada style, MAKE SURE to get your red/green sauce on top also. This is VITAL!   Don't forget.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Red chile burro FTW!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Hiding deep in my neighborhood is this secret spot for crucial nutrients.  Fortify yourself!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Taco fix",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","There is no visible sign on the outside, and it's in a residential area. Yes, you are probably in the right place.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Best green chili burro in Phoenix!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Best green chili",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Great food period!  Cash only and get there early.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Green mixed chimi ..
The best",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","My first time here was 16 yrs ago.  Still as good!  So what's your story....how'd you find this hidden spot?!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Late lunch in the barrio. Guac tacos FTW.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","This is my favorite hole in the wall Mexican food! Best ever and very authentic",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","So excited for Ritos today!!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Get the red or green burrito, the tacos are not on the menu but ask. They only make so many per day, once sold out - that's it",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Seriously some of the best burritos on the planet!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","One of the highest rated phoenix Mexican restaurant",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Green chili and more green chili. Heaven in a tortilla!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Love the beef tacos",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Taco time!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Packed",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Bring your cash and your appetite. Remember its not for dining in.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Best red chile in AZ. 

Boom.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Still one of the best. I miss the shade tree on the patio.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Rather elusive location with relatively limited hours. M-F 9am-530pm",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Call your order in. We were standing in line for 45 minutes",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Cash only, limited seating, but tasty as fuq!! FYI closes at 4pm on Mondays now!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","They take card! It's not cash only anymore!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Yummy period",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Limited menu but what they have is good! Mainly burritos & tacos",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Green Chile chimi enchilada style! Dirty dirty pleasure.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Great green chili..",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","LOVE this place. Even though you can do better in Seattle- in Phx you won't find a better red chile burrito.",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Best green burritos.  Love their beams and rice also. This is a takeout.  Cash only",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","I like that they are now taking debit/credit cards....NOT JUST CASH ONLY. Close by my work &the best green chille burrito! ! Yummy",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","No a/c in here",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","$2.75 for a taco, long waits and you have to sit outside in the heat",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","Small place, tables outside. Great for take out. Great Mexican food! Refried beans are the best!!!!",4.5
"Xo9Im4LmIhQrzJcO4R3ZbA","They DO!! Serve taco's! But you have to take your chances.... Or call ahead! I've got the 411 on that. I had tacos on tues!",4.5
"YECRdaM6wN6eaGOYi5g8uA","Try the polish sausage..Best in town..",4.5
"YECRdaM6wN6eaGOYi5g8uA","Stopped by during regular hours and they were closed.",4.5
"YECRdaM6wN6eaGOYi5g8uA","Went there yesterday, and they are remodeling. They won't be open for several more weeks. The location on Bell rd. Is open, but their selection will be very limited for the next two weeks. I suggest calling before making the drive to ensure they have what you are looking for.",4.5
"YECRdaM6wN6eaGOYi5g8uA","Any sausage is bomb!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Awesome tacos",4.5
"Cp6JGY5YIRncTV_My9nf9g","Ceviche was good",4.5
"Cp6JGY5YIRncTV_My9nf9g","Wow, so yummy!  Terrific tortillas too",4.5
"Cp6JGY5YIRncTV_My9nf9g","Very good advice fellow yelpers. I enjoyed the shrimp culichi",4.5
"Cp6JGY5YIRncTV_My9nf9g","Shrimp cocktail!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Amazing everytime. Fast, friendly, and delicious.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Love this place!!!!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Ceviche nuff said!",4.5
"Cp6JGY5YIRncTV_My9nf9g","The BEST carne aside tacos!!!!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Heaven does exist on earth... this is quiet possibly the best restaurant I have ever been to... omg.. I can die in peace now..",4.5
"Cp6JGY5YIRncTV_My9nf9g","Aguachile w/ octopus yuumn",4.5
"Cp6JGY5YIRncTV_My9nf9g","Filete veracruzana!!! & michelada con pacifico!!!!",4.5
"Cp6JGY5YIRncTV_My9nf9g","This place is amazing I just can wait to go back love fresh food nice ambience reasonable prices.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Beautiful interior and spicy chips and salsa!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Bacon wrapped shrimp, amazing! Awesome table salsa!! Definitely recommend!!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Really good ceviche.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Mmmmm ceviche.",4.5
"Cp6JGY5YIRncTV_My9nf9g","First visit for Dot and PJ!",4.5
"Cp6JGY5YIRncTV_My9nf9g","$3 Pacifico and modelo negra drafts. Good ceviche.",4.5
"Cp6JGY5YIRncTV_My9nf9g","this place has the best Mexican food EVER! you won't find tacos or burritos here, as it was a seafood Mexican place",4.5
"Cp6JGY5YIRncTV_My9nf9g","Best ceviche and micheladas.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Best micheladas and ceviche!!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Mariscos!",4.5
"Cp6JGY5YIRncTV_My9nf9g","$3 huge beers, mariachis and oysters... Best way to top off a week.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Kick your own ass if you don't try this place! Fresh ingredients, good fish, and great service.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Mmmm. Seafood.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Best restau",4.5
"Cp6JGY5YIRncTV_My9nf9g","Camarones culichi are amazing!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Tons of food",4.5
"Cp6JGY5YIRncTV_My9nf9g","Good ceviche. 24oz drafts for $4!!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Hangover? Hungry? Undecided? Lent? Don't wanna cook? This is the spot. The ceviche is impeccable. Tacos el gobernador are amazing!",4.5
"Cp6JGY5YIRncTV_My9nf9g","This is definitely authentic Mexican seafood. Everything was delicious! Try the ""tostada de Marlin"" and ""ceviche de camaron"" they rock! And trust me on this one, this review is coming from a Mexican!",4.5
"Cp6JGY5YIRncTV_My9nf9g","The Cadillac margarita made us say whoa .. in a good way!",4.5
"Cp6JGY5YIRncTV_My9nf9g","My new spot for comida de Marisco!! New spot for seafood!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Seafood is great and fresh",4.5
"Cp6JGY5YIRncTV_My9nf9g","They will make a sauce for you on the side.  (For a fee)  Just ask.  Yep, they make their sauces to order.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Tasty, Tasty, tasty!!!! Hits the spot and some! Wow!!",4.5
"Cp6JGY5YIRncTV_My9nf9g","The food lives up to all the hype",4.5
"Cp6JGY5YIRncTV_My9nf9g","Truly an amazing place to eat any of your favorite seafood dishes! My personal favorite is the shrimp ceviche but everything else I've had from their ample menu has been delicious. The margaritas and the Micheladas are so yummy. Service is great, specially when Ingrid is your waitress for the night. She takes care of you and always has a smile on her face. Two thumps up for this place definitely!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Great food asst a great price!",4.5
"Cp6JGY5YIRncTV_My9nf9g","All of the food is bursting with flavor. Location isn't the best...  but the good food and drinks compensate. Highly recommended!",4.5
"Cp6JGY5YIRncTV_My9nf9g","We had fun!!!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Amazing",4.5
"Cp6JGY5YIRncTV_My9nf9g","Omg shrimp diablo is amazing. Smoky chipolte sauce. Rice and beans are awesome as well.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Free flan for desert!!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Back for the ceviche and beer.",4.5
"Cp6JGY5YIRncTV_My9nf9g","I got salmonella here-- buyer beware!!!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Excellent Mexican beer draft selection.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Ceviche!!",4.5
"Cp6JGY5YIRncTV_My9nf9g","they had a mariachi band playing at 7. the space is small but super cute and authentic. their hot sauce on the seafood dishes are really spicy! but very flavorful",4.5
"Cp6JGY5YIRncTV_My9nf9g","Everything is good here. Friday nights are busy.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Everything is good. Busy on weekends.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Great food, tried the shrimp fantasia. Maybe will order it without cheese on top next time but still was excellent.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Great if you want to eat at a real Mexican restaurant!",4.5
"Cp6JGY5YIRncTV_My9nf9g","My first International Supper Club!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Surely the best Marisco that I have been to in phoenix.",4.5
"Cp6JGY5YIRncTV_My9nf9g","Kinda small inside. But it's colorful and clean!",4.5
"Cp6JGY5YIRncTV_My9nf9g","Great seafood dishes! Ate family style and enjoyed everything",4.5
"Cp6JGY5YIRncTV_My9nf9g","Bring your camera, enjoy the camarone, expect to be delighted! Ceviche is outstanding!",4.5
"-AAig9FG0s8gYE4f8GfowQ","Market sandwich changes but is always tasty.",4.5
"-AAig9FG0s8gYE4f8GfowQ","Out of loaves!  Damn them!",4.5
"-AAig9FG0s8gYE4f8GfowQ","Amazing bread-closed on Mondays though!",4.5
"-AAig9FG0s8gYE4f8GfowQ","Focaccia",4.5
"-AAig9FG0s8gYE4f8GfowQ","not open new  years eve",4.5
"-AAig9FG0s8gYE4f8GfowQ","I",4.5
"-AAig9FG0s8gYE4f8GfowQ","A favorite lunch spot - they're now also open for dinner",4.5
"-AAig9FG0s8gYE4f8GfowQ","Great food fresh and tasty. My fav is the moz and tom",4.5
"-AAig9FG0s8gYE4f8GfowQ","As seen on Planet Orange Primetime...",4.5
"-AAig9FG0s8gYE4f8GfowQ","Hella good tuna sandwich!",4.5
"-AAig9FG0s8gYE4f8GfowQ","Trying new dinner menu!",4.5
"-AAig9FG0s8gYE4f8GfowQ","My favorite place :)",4.5
"-AAig9FG0s8gYE4f8GfowQ","Yummmm",4.5
"-AAig9FG0s8gYE4f8GfowQ","My fave sandwich.... fresh mozzarella tomato and basil",4.5
"-AAig9FG0s8gYE4f8GfowQ","I dig the fresh baked oven scent fuming to the outside patio. Even when I pulled up.",4.5
"-AAig9FG0s8gYE4f8GfowQ","Fun fact: Apparently, this is a hipster's destination...and no interior seating, only patio",4.5
"-AAig9FG0s8gYE4f8GfowQ","This place is a must-do!",4.5
"-AAig9FG0s8gYE4f8GfowQ","My fav ever!",4.5
"-AAig9FG0s8gYE4f8GfowQ","Rosa pizza in 5 minutes!",4.5
"-AAig9FG0s8gYE4f8GfowQ","Pizza at night now!!",4.5
"-AAig9FG0s8gYE4f8GfowQ","Yummmmmmm! Best caprese sandwich I have ever had. Not kidding. And yes...I have eaten them in Italy.",4.5
"-AAig9FG0s8gYE4f8GfowQ","Umm yumma!!",4.5
"-AAig9FG0s8gYE4f8GfowQ","nomnomnom!",4.5
"-AAig9FG0s8gYE4f8GfowQ","About to tear it up! I'm so hungry :/",4.5
"-AAig9FG0s8gYE4f8GfowQ","Lunch!",4.5
"-AAig9FG0s8gYE4f8GfowQ","Flour less chocolate torte & vanilla rice pudding OFF THE CHAIN!!!",4.5
"-AAig9FG0s8gYE4f8GfowQ","Love the new dining room!",4.5
"-AAig9FG0s8gYE4f8GfowQ","Love the spresatta.",4.5
"-AAig9FG0s8gYE4f8GfowQ","Tuna sandwich.  Do it.",4.5
"-AAig9FG0s8gYE4f8GfowQ","Can't believe you can still just walk in and get seated ... Love the pizza",4.5
"-AAig9FG0s8gYE4f8GfowQ","One of the top 3 pizzas in the valley IMHO",4.5
"-AAig9FG0s8gYE4f8GfowQ","Amazing bread",4.5
