"alcohol","attire","byob","byob_corkage","corkage","delivery","dogs","drivethru","dancing","groups","happy_hour","tv","noise","outdoor","price","smoking","takeout","reservations","waiters","wheelchairs","wifi","business_id","categories","city","latitude","longitude","name","neighborhoods","open","review_count","stars","state","accepts_cc","romantic","intimate","touristy","hipster","divey","classy","trendy","upscale","casual","parking_lot","valet","live_music","karaoke","location","tip","type","country"
"full_bar","casual",NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE,"average",FALSE,2,NA,TRUE,TRUE,TRUE,TRUE,"free","ybkWtM1ZnT2ewuquj3A9KQ","Restaurants,Italian","Madison",43.12967,-89.3609713,"Benvenuto's Italian Grill","Sherman",TRUE,22,3,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"43.12967:-89.3609713","Benvenuto's Italian Grill (3 stars) Restaurants,Italian","italian","USA"
"none","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,"quiet",FALSE,1,NA,TRUE,FALSE,FALSE,TRUE,NA,"cpGv6ES2hzPCtCUQgipwXw","Sandwiches,Cajun/Creole,Seafood,Restaurants","Madison",43.0984345318,-89.3644666672,"New Orleans Take-Out","",TRUE,43,4,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"43.0984345318:-89.3644666672","New Orleans Take-Out (4 stars) Sandwiches,Cajun/Creole,Seafood,Restaurants","other","USA"
"full_bar","casual",NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,TRUE,TRUE,"average",FALSE,2,"no",TRUE,TRUE,TRUE,TRUE,"free","JdCFcgw4yk4M1ZRhAhBIag","American (New),Restaurants","Madison",43.130005,-89.303977,"Applebee's","",TRUE,13,2.5,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"43.130005:-89.303977","Applebee's (2.5 stars) American (New),Restaurants","american","USA"
"none","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,"average",FALSE,2,NA,TRUE,FALSE,FALSE,TRUE,NA,"O5lo-GKCG3cX8X4bh_DR_A","Breakfast & Brunch,American (New),Buffets,Restaurants","Madison",43.122528,-89.314783,"HomeTown Buffet","Mayfair Park",TRUE,16,3,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"43.122528:-89.314783","HomeTown Buffet (3 stars) Breakfast & Brunch,American (New),Buffets,Restaurants","american","USA"
"beer_and_wine","casual",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,"average",TRUE,1,NA,TRUE,FALSE,FALSE,TRUE,"no","0oQFFOdPZycIBmGkoBrlbg","Fast Food,Restaurants","Madison",43.1253992406,-89.3097876185,"Noodles & Company","",TRUE,19,4,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"43.1253992406:-89.3097876185","Noodles & Company (4 stars) Fast Food,Restaurants","fast food","USA"
"beer_and_wine","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,"quiet",FALSE,1,NA,TRUE,FALSE,TRUE,TRUE,NA,"uzJ2Vefb951El2oneQI8NQ","Chinese,Restaurants","Madison",43.0923931,-89.3537541,"Wong's Garden","Schenk - Atwood,Williamson - Marquette",FALSE,19,3.5,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"43.0923931:-89.3537541","Wong's Garden (3.5 stars) Chinese,Restaurants","asian","USA"
NA,"casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,"average",TRUE,1,NA,TRUE,TRUE,FALSE,FALSE,"free","JPFzpR5PvZWqHXQMIZFk2w","Cafes,Sandwiches,Restaurants","Madison",43.122992,-89.309042,"Cool Beans Coffee House and Cafe","",TRUE,25,4,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"43.122992:-89.309042","Cool Beans Coffee House and Cafe (4 stars) Cafes,Sandwiches,Restaurants","other","USA"
"full_bar","casual",NA,"yes_corkage",TRUE,FALSE,TRUE,NA,NA,TRUE,NA,FALSE,"average",TRUE,1,NA,TRUE,FALSE,TRUE,TRUE,"no","fjaQ3Ixkofh8xGhklUtDnA","American (Traditional),Diners,Restaurants","Madison",43.09242,-89.3518969,"Monty's Blue Plate Diner","Schenk - Atwood,Williamson - Marquette",TRUE,266,4,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"43.09242:-89.3518969","Monty's Blue Plate Diner (4 stars) American (Traditional),Diners,Restaurants","american","USA"
"full_bar","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,"average",FALSE,2,NA,TRUE,TRUE,TRUE,TRUE,NA,"jqo3Ljexof9sA8PhSTwEjA","Indian,Restaurants","Madison",43.1222472,-89.3124158,"Maharaja Restaurant E Pt Plaza","",TRUE,34,4,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"43.1222472:-89.3124158","Maharaja Restaurant E Pt Plaza (4 stars) Indian,Restaurants","indian","USA"
"full_bar","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,"average",FALSE,2,NA,TRUE,TRUE,TRUE,TRUE,NA,"PhdMPqSdLZi6IV8SdnpUAQ","Restaurants,Italian","Madison",43.126269,-89.309419,"Olive Garden Italian Restaurant","",TRUE,11,3.5,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"43.126269:-89.309419","Olive Garden Italian Restaurant (3.5 stars) Restaurants,Italian","italian","USA"
"full_bar","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,"average",FALSE,2,NA,TRUE,TRUE,TRUE,TRUE,NA,"eC4iEcRR3p5NLq9Zf80ZGg","Chinese,Restaurants","Madison",43.1264618,-89.3115905,"Imperial Garden Chinese Restaurant","Norman Acres",TRUE,31,3.5,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"43.1264618:-89.3115905","Imperial Garden Chinese Restaurant (3.5 stars) Chinese,Restaurants","asian","USA"
"none","casual",NA,NA,NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,"average",FALSE,2,NA,TRUE,FALSE,FALSE,TRUE,"no","HLWtNcf3l-wKb6v9duteMQ","Barbeque,Restaurants","Madison",43.123698,-89.355581,"Smoky Jon's #1 BBQ","Sherman",TRUE,112,4,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"43.123698:-89.355581","Smoky Jon's #1 BBQ (4 stars) Barbeque,Restaurants","other","USA"
NA,"casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,FALSE,1,NA,TRUE,FALSE,FALSE,NA,NA,"UyEbMXjDTNGks_k12fGNdg","Hot Dogs,Restaurants","Madison",43.073723,-89.307305,"Poppa Coronofoulos Gyros & Chicago Style Deli","Elvehjem",FALSE,5,4,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"43.073723:-89.307305","Poppa Coronofoulos Gyros & Chicago Style Deli (4 stars) Hot Dogs,Restaurants","other","USA"
"beer_and_wine","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,TRUE,"average",TRUE,1,NA,TRUE,FALSE,TRUE,TRUE,"no","qodyGnpmj1zEfi7nJ534BA","Caribbean,Restaurants","Monona",43.0569909,-89.32527,"David's Jamaican Cuisine","",TRUE,32,4,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"43.0569909:-89.32527","David's Jamaican Cuisine (4 stars) Caribbean,Restaurants","other","USA"
"full_bar","casual",NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE,"average",TRUE,2,NA,TRUE,TRUE,TRUE,TRUE,NA,"R825-NTAI2wG2C4mN-dtNA","American (Traditional),Pizza,Gluten-Free,Restaurants","Madison",43.135442,-89.290761,"Uno Pizzeria & Grill","High Crossing",TRUE,24,3,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"43.135442:-89.290761","Uno Pizzeria & Grill (3 stars) American (Traditional),Pizza,Gluten-Free,Restaurants","american","USA"
"full_bar","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,TRUE,"average",TRUE,2,NA,TRUE,TRUE,TRUE,TRUE,"no","KPoTixdjoJxSqRSEApSAGg","Thai,Restaurants","Phoenix",33.4779339657,-112.073523642,"Wild Thaiger","",TRUE,281,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"33.4779339657:-112.073523642","Wild Thaiger (4 stars) Thai,Restaurants","other","USA"
"full_bar","casual",NA,"no",NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,2,NA,TRUE,TRUE,TRUE,FALSE,NA,"gBcpDl0quCLABsg5OuSFww","Food,Tea Rooms,Breakfast & Brunch,Sandwiches,Restaurants","Phoenix",33.4495394,-112.0656645,"Teeter House Tea Room","",FALSE,11,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33.4495394:-112.0656645","Teeter House Tea Room (3 stars) Food,Tea Rooms,Breakfast & Brunch,Sandwiches,Restaurants","other","USA"
"full_bar","casual",NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,TRUE,TRUE,"average",TRUE,2,"outdoor",TRUE,FALSE,TRUE,TRUE,"no","45puCRQ6Vh_IIAy7kkfFDQ","Bars,Restaurants,American (Traditional),Sports Bars,Nightlife","Phoenix",33.4484654,-112.0712574,"Majerle's Sports Grill","",TRUE,157,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"33.4484654:-112.0712574","Majerle's Sports Grill (3.5 stars) Bars,Restaurants,American (Traditional),Sports Bars,Nightlife","american","USA"
"full_bar","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,2,NA,TRUE,FALSE,TRUE,TRUE,NA,"nc3IiY5LNdmEwUZCW84yuA","Pizza,Restaurants","Phoenix",33.4527955,-112.0693177,"Pizzeria Uno","",FALSE,18,2.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33.4527955:-112.0693177","Pizzeria Uno (2.5 stars) Pizza,Restaurants","pizza","USA"
"full_bar","casual",FALSE,"yes_free",FALSE,FALSE,NA,NA,NA,TRUE,NA,FALSE,"average",FALSE,2,NA,TRUE,FALSE,TRUE,TRUE,"no","BESmH-lmMm34_EefL8X9fQ","Mexican,Restaurants","Phoenix",33.429424,-112.073929,"Comedor Guadalajara","",TRUE,161,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"33.429424:-112.073929","Comedor Guadalajara (4 stars) Mexican,Restaurants","mexican","USA"
"beer_and_wine","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,"average",TRUE,1,NA,TRUE,FALSE,FALSE,TRUE,"no","D09yG6Z3gcsh24Qn7Y4gYA","Mexican,Restaurants","Phoenix",33.4657117,-112.0657286,"Chico's Tacos","",TRUE,65,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"33.4657117:-112.0657286","Chico's Tacos (3 stars) Mexican,Restaurants","mexican","USA"
"none","casual",FALSE,"no",NA,FALSE,NA,NA,NA,FALSE,NA,FALSE,"average",TRUE,1,NA,TRUE,FALSE,FALSE,TRUE,"no","kaIue7GRCmkPzDeHDBTttQ","Japanese,Sushi Bars,Asian Fusion,Restaurants","Phoenix",33.4640982988,-112.073569,"Phoenix Blue Fin","",TRUE,145,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"33.4640982988:-112.073569","Phoenix Blue Fin (4 stars) Japanese,Sushi Bars,Asian Fusion,Restaurants","asian","USA"
"full_bar","casual",FALSE,"no",NA,FALSE,TRUE,NA,FALSE,TRUE,TRUE,TRUE,"average",TRUE,2,"outdoor",TRUE,FALSE,TRUE,TRUE,"free","j8nyAaN_w5t6wYv-ni23sg","Nightlife,Bars,American (New),Sports Bars,Restaurants","Phoenix",33.443864,-112.070061,"Coach & Willies","",FALSE,79,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"33.443864:-112.070061","Coach & Willies (3 stars) Nightlife,Bars,American (New),Sports Bars,Restaurants","american","USA"
"full_bar","casual",NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,FALSE,"average",TRUE,2,NA,TRUE,TRUE,TRUE,TRUE,"free","Y293fHh5SZ0_9BZm4M6BCg","Greek,Mexican,Restaurants","Phoenix",33.4492272,-112.0722653,"Matador Restaurant","",FALSE,58,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"33.4492272:-112.0722653","Matador Restaurant (3 stars) Greek,Mexican,Restaurants","mexican","USA"
"full_bar","casual",NA,"yes_corkage",NA,TRUE,NA,NA,NA,TRUE,NA,FALSE,"average",TRUE,1,NA,TRUE,TRUE,TRUE,TRUE,"free","IceZ4BtTz76eppjNWm-c6A","Greek,Mediterranean,Restaurants","Phoenix",33.4549264,-112.086757,"Paisley Violin","",FALSE,60,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"33.4549264:-112.086757","Paisley Violin (3.5 stars) Greek,Mediterranean,Restaurants","mediterranean","USA"
"full_bar","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,TRUE,"average",TRUE,2,NA,TRUE,TRUE,TRUE,TRUE,"no","-lOSaCuBRAvX5JBifx-EMw","Mexican,Restaurants","Phoenix",33.4527955,-112.0693177,"Mi Amigo's Mexican Grill","",TRUE,93,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"33.4527955:-112.0693177","Mi Amigo's Mexican Grill (3 stars) Mexican,Restaurants","mexican","USA"
"none","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,"loud",TRUE,1,NA,TRUE,FALSE,FALSE,TRUE,NA,"XI-_Y2XRw03mozGx0Z90Gw","Mexican,Restaurants","Phoenix",33.4492227,-112.0740069,"Baja Fresh Mexican Grill","",FALSE,23,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33.4492227:-112.0740069","Baja Fresh Mexican Grill (3.5 stars) Mexican,Restaurants","mexican","USA"
"full_bar","casual",NA,"yes_free",FALSE,FALSE,NA,NA,FALSE,TRUE,TRUE,TRUE,"average",TRUE,2,"outdoor",TRUE,FALSE,TRUE,TRUE,"free","qsWxbgQwuomXvMseg23DGg","Bars,American (Traditional),Sports Bars,Nightlife,Chicken Wings,Restaurants","Phoenix",33.4526031,-112.0691194,"Hooters","",TRUE,77,2.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"33.4526031:-112.0691194","Hooters (2.5 stars) Bars,American (Traditional),Sports Bars,Nightlife,Chicken Wings,Restaurants","american","USA"
"none","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,FALSE,"average",TRUE,1,NA,TRUE,FALSE,FALSE,TRUE,"free","kR5i58Pcse1FD9tk-yYLlA","Sandwiches,Restaurants","Phoenix",33.450875,-112.066333,"Crave Sandwich Cafe & Catering","",TRUE,21,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33.450875:-112.066333","Crave Sandwich Cafe & Catering (3.5 stars) Sandwiches,Restaurants","other","USA"
"full_bar","casual",NA,NA,NA,FALSE,FALSE,NA,NA,TRUE,NA,TRUE,"average",TRUE,2,NA,TRUE,TRUE,TRUE,TRUE,"free","2I666dqzs1XB6xigIKa9bA","American (Traditional),Restaurants","Phoenix",33.448424817,-112.074802052,"Tom's Tavern & 1929 Grill","",TRUE,53,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"33.448424817:-112.074802052","Tom's Tavern & 1929 Grill (3 stars) American (Traditional),Restaurants","american","USA"
"none","casual",NA,NA,NA,NA,NA,NA,NA,TRUE,NA,TRUE,NA,FALSE,1,NA,TRUE,FALSE,FALSE,TRUE,NA,"yExYqENb4F6qH6kJxTOaSQ","Delis,Restaurants","Phoenix",33.4456825256,-112.069320679,"Karim's Cobbler Shop & Deli","",FALSE,19,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33.4456825256:-112.069320679","Karim's Cobbler Shop & Deli (3.5 stars) Delis,Restaurants","other","USA"
"none","casual",NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,FALSE,"average",TRUE,1,NA,TRUE,FALSE,FALSE,TRUE,"free","9BH18avE46LlHMvJn67MaA","Breakfast & Brunch,Delis,Sandwiches,Restaurants","Phoenix",33.4499524,-112.0740511,"The Downtown Deli","",TRUE,50,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"33.4499524:-112.0740511","The Downtown Deli (3.5 stars) Breakfast & Brunch,Delis,Sandwiches,Restaurants","other","USA"
"none","casual",FALSE,"yes_free",FALSE,FALSE,NA,NA,NA,TRUE,NA,FALSE,"average",TRUE,1,NA,TRUE,FALSE,FALSE,TRUE,"free","trAvQPp7gps0Btk-2AmLpw","Mediterranean,Greek,Southern,Restaurants","Phoenix",33.465499,-112.081565,"Zoes Kitchen","",TRUE,109,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"33.465499:-112.081565","Zoes Kitchen (3.5 stars) Mediterranean,Greek,Southern,Restaurants","mediterranean","USA"
"full_bar","casual",FALSE,"yes_free",FALSE,FALSE,NA,NA,NA,TRUE,NA,TRUE,"loud",TRUE,2,NA,TRUE,TRUE,TRUE,TRUE,"free","gkv2XvXpFgiq4Bb2XK7YmQ","American (Traditional),Restaurants","Phoenix",33.4468850573,-112.071075886,"Hard Rock Cafe","",TRUE,86,3,"AZ",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33.4468850573:-112.071075886","Hard Rock Cafe (3 stars) American (Traditional),Restaurants","american","USA"
"none","casual",NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,TRUE,"average",TRUE,1,NA,TRUE,FALSE,FALSE,TRUE,"no","If2DUhmWIvlu2JFc_rR-Bw","Italian,Pizza,Sandwiches,Restaurants","Phoenix",33.448333,-112.074127,"Papa Christo's","",TRUE,22,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33.448333:-112.074127","Papa Christo's (3.5 stars) Italian,Pizza,Sandwiches,Restaurants","italian","USA"
"none","casual",NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,NA,FALSE,1,NA,TRUE,FALSE,FALSE,TRUE,NA,"Vvh2Hd4SsZjEEfKLNKAEWw","Sandwiches,Restaurants","Phoenix",33.4793076,-112.0738063,"Subway","",TRUE,10,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33.4793076:-112.0738063","Subway (4 stars) Sandwiches,Restaurants","other","USA"
