"","Alcohol","Attire","BYOB","BYOB_corkage","Corkage","Delivery","Dietary","Dogs","Drivethru","attributes_Good.For","Dancing","Groups","Happy_hour","TV","Music","Noise","Outdoor","Parking","Payments","Price","Smoking","Takeout","Reservations","Waiters","Wheelchairs","Wifi","business_id","categories","city","latitude","longitude","name","neighborhoods","open","review_count","stars","state","Accepts_CC","Romantic","Intimate","Touristy","Hipster","Divey","Classy","Trendy","Upscale","Casual"
"243","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,NA,"MONajnUQ5-IRtv8PSPn_yA","Breakfast & Brunch,Cafes,Restaurants","Madison",43.084991,-89.3070715,"Cottage Cafe","",TRUE,13,4,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"296","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': True}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,NA,NA,"JD1uVun5FEF_Ih2PnHCbuA","American (New),Restaurants","Madison",43.084321,-89.31379,"Dairyland Family Restaurant","Eastmorland",TRUE,11,3,"WI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"361","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","P7wKlbSRsoRrfH3DFOY08A","Breakfast & Brunch,Restaurants","Phoenix",33.4756064,-112.0740016,"International House of Pancakes","",TRUE,40,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"473","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","SZvYxcvYYVRue9MXcEDjsA","Bakeries,Food,American (Traditional),Restaurants","Phoenix",33.470783,-112.065371,"Coco's Family Restaurant","",TRUE,21,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"575","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,TRUE,"",NA,TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,NA,NA,"I4L_MJOZsnux3xCU2bLP8Q","American (New),Restaurants","Phoenix",33.4825541,-112.0732069,"Cranberry Hills Eatery & Catering","",TRUE,10,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"582","none","casual",NA,NA,NA,TRUE,"",FALSE,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,TRUE,"","quiet",TRUE,"{u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",2,NA,TRUE,FALSE,FALSE,TRUE,"no","SfrBXbRdNB_gqPkIgJyKCg","Food,Coffee & Tea,American (Traditional),Sandwiches,Restaurants","Phoenix",33.463512,-112.064401,"Bitter Creek Cafe","",TRUE,12,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"594","none","casual",NA,NA,NA,FALSE,"{u'dairy-free': False, u'gluten-free': False, u'vegan': False, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': True}",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,TRUE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"free","SkNUbFJiJtbZjY-S_S0u7g","Breakfast & Brunch,Restaurants","Phoenix",33.5095896366,-112.071964018,"The Good Egg - Uptown","",TRUE,67,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"734","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",FALSE,TRUE,FALSE,TRUE,"{u'dj': False, u'background_music': False, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,"no",TRUE,FALSE,TRUE,TRUE,"free","FKHv7FkblONv9qqBndJUrg","Diners,Restaurants","Phoenix",33.5095496,-112.0652288,"Denny's","",TRUE,36,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"794","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,"no","GpK9MeUjEd7rwhejG2ykww","Diners,Restaurants","Phoenix",33.513505,-112.0479841,"5 & Diner","",TRUE,117,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"800","none","casual",NA,NA,NA,FALSE,"",NA,TRUE,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,TRUE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,NA,"74NT13vpDleoNrkxQdEpsQ","Fast Food,Restaurants","Phoenix",33.5087649,-112.04624,"McDonald's","",TRUE,14,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"807","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"",NA,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,NA,"KNIw6kwf8LZkrS1lEnaLiw","Food,Breakfast & Brunch,Bagels,Delis,Restaurants","Phoenix",33.508756,-112.045816,"Einstein Bros Bagels","",TRUE,21,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"825","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': True, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,FALSE,NA,FALSE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"no","jSEcE8AY-mzGq9EOiyrtng","Bakeries,Food,Polish,Restaurants","Phoenix",33.5318417,-112.0479816,"Europa Pastry Cafe","",FALSE,38,4.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"864","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,TRUE,"","quiet",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,NA,"rJ7HH85lo0wTNr5BiYGQ4Q","Active Life,American (New),Golf,Restaurants","Phoenix",33.5160662,-112.029562,"Adobe Restaurant-Arizona Biltmore Golf Club","",TRUE,15,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"895","beer_and_wine","casual",NA,NA,NA,NA,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,FALSE,NA,TRUE,"","quiet",TRUE,"{u'garage': True, u'street': True, u'validated': False, u'lot': False, u'valet': False}","",2,NA,TRUE,FALSE,NA,TRUE,"no","wftoNIA0Q8nX-Da47psBCA","Bakeries,Food,Sandwiches,French,Restaurants","Scottsdale",33.4978182,-111.9253728,"Au Petit Four","",TRUE,91,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"902","none","casual",FALSE,"yes_free",FALSE,FALSE,"",NA,TRUE,"{u'dessert': False, u'latenight': True, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,FALSE,NA,TRUE,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"no","o3TruOSgOwNgx08QosuWTw","Fast Food,Mexican,Restaurants","Phoenix",33.4804658,-112.0218376,"Julioberto's","",TRUE,16,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"959","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","4rySWsfL5enT7t4XuVNJuQ","Diners,Restaurants","Phoenix",33.4802944,-112.0318284,"Jerry's Restaurant","",TRUE,67,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1068","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","loud",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"free","5Js9G0axfWhbYlB9UgXLww","Food,Sandwiches,Bagels,Delis,Restaurants","Phoenix",33.494436,-111.986521,"Einstein Bros Bagels","",TRUE,38,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1083","beer_and_wine","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,FALSE,NA,NA,"","quiet",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,FALSE,TRUE,TRUE,NA,"2gMx4KnXbNtpoCuVCmyo3g","American (Traditional),American (New),Restaurants","Phoenix",33.4797129,-111.981506,"Coco's Restaurant","",FALSE,11,2,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1093","full_bar","casual",FALSE,"no",NA,FALSE,"",TRUE,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': True}","",2,NA,TRUE,FALSE,FALSE,TRUE,"free","R8VwdLyvsp9iybNqRvm94g","Food,Grocery,Pizza,Sandwiches,Restaurants","Phoenix",33.5023126257,-111.995752167,"La Grande Orange Grocery","",TRUE,568,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1117","none","casual",NA,"no",NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': True}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"free","UxvOXcoCRFRAVhRB0D9imw","Breakfast & Brunch,Restaurants","Phoenix",33.5108208,-111.9862703,"Taylor's Cafe","",FALSE,77,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1222","full_bar","casual",NA,NA,NA,TRUE,"",FALSE,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",FALSE,TRUE,TRUE,TRUE,"{u'jukebox': True}","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,"outdoor",TRUE,FALSE,TRUE,TRUE,"free","rwT9wCyXNATA36yqcb4JSg","Nightlife,Bars,Pizza,Sports Bars,Restaurants","Phoenix",33.583061,-112.051734,"Big Daddy's Sports Lounge","",TRUE,16,4,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1229","full_bar","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,TRUE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",2,NA,TRUE,TRUE,TRUE,TRUE,"free","Y3a3RkR97J_ReiKgiMXeJg","Breakfast & Brunch,Restaurants","Phoenix",33.601202,-112.062583,"Pointe In Tyme","",TRUE,50,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1362","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,"free","pNJhovUsGAZ4XqG3lCU-5g","Food,Breakfast & Brunch,Bagels,Delis,Restaurants","Phoenix",33.639176,-112.0656185,"Einstein Bros Bagels","",TRUE,16,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1363","none","casual",NA,NA,NA,TRUE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",NA,TRUE,NA,TRUE,"","loud",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,NA,"free","fhmKIPGVx9_O4P9zEgCHjQ","Burgers,Restaurants","Phoenix",33.6074328,-112.0649186,"McDonald's","",TRUE,6,1.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1394","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,NA,"",NA,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,FALSE,FALSE,TRUE,TRUE,NA,"KVOsmfgWSbtTTKxNkXB1Bw","Diners,Restaurants","Phoenix",33.6077075,-112.0661523,"Pinky's Cafe","",FALSE,10,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1497","full_bar","casual",NA,"no",NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': True, u'brunch': False}",TRUE,TRUE,TRUE,TRUE,"{u'karaoke': True}","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,"outdoor",TRUE,FALSE,TRUE,TRUE,"no","JImJictLIE48_O1z-l2TGw","Bars,American (Traditional),Nightlife,Restaurants","Phoenix",33.6400327,-112.0249314,"Wagon Yard","",TRUE,35,3.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1581","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","average",FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,TRUE,TRUE,"no","p1ntTC9-CI6x5Y_nUoo6Ag","Breakfast & Brunch,Restaurants","Phoenix",33.5993289,-111.9871884,"IHOP","",TRUE,18,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1603","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': True, u'brunch': False}",NA,TRUE,NA,FALSE,"","loud",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,NA,"IPmktV4dkAw1jpHZRi5mVw","Food,Juice Bars & Smoothies,Gluten-Free,Restaurants","Phoenix",33.6236495972,-111.978416443,"Smoothie King","",TRUE,12,3,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1612","none","casual",NA,NA,NA,FALSE,"",NA,NA,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': True}",NA,TRUE,NA,FALSE,"","average",TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}","",1,NA,TRUE,FALSE,FALSE,TRUE,NA,"IcuPhhH7QCOCT19EDEppEw","Food,Sandwiches,Bagels,Breakfast & Brunch,Restaurants","Phoenix",33.6121713,-111.994222,"Einstein Bros Bagels","",TRUE,26,2.5,"AZ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
